series_id,year,period,value,Seasonally Adjusted,Measure,Area
LAUST130000000000003          ,2020,M04,        12.2,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M05,         9.5,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M06,         8.7,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M07,         8.1,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M08,         7.0,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M09,         6.4,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M10,         5.4,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M11,         5.3,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M12,         5.6,False,Unemployment Rate,13
LAUST130000000000003          ,2020,M13,         6.5,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M01,         5.0,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M02,         4.4,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M03,         4.0,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M04,         3.9,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M05,         4.0,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M06,         4.5,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M07,         3.2,False,Unemployment Rate,13
LAUST130000000000003          ,2021,M08,         3.1,False,Unemployment Rate,13
LAUST130000000000004          ,2020,M01,      186424,False,Unemployment,13
LAUST130000000000004          ,2020,M02,      177360,False,Unemployment,13
LAUST130000000000004          ,2020,M03,      192874,False,Unemployment,13
LAUST130000000000004          ,2020,M04,      602733,False,Unemployment,13
LAUST130000000000004          ,2020,M05,      475469,False,Unemployment,13
LAUST130000000000004          ,2020,M06,      432911,False,Unemployment,13
LAUST130000000000004          ,2020,M07,      403003,False,Unemployment,13
LAUST130000000000004          ,2020,M08,      343514,False,Unemployment,13
LAUST130000000000004          ,2020,M09,      315517,False,Unemployment,13
LAUST130000000000004          ,2020,M10,      278502,False,Unemployment,13
LAUST130000000000004          ,2020,M11,      273400,False,Unemployment,13
LAUST130000000000004          ,2020,M12,      289866,False,Unemployment,13
LAUST130000000000004          ,2020,M13,      330964,False,Unemployment,13
LAUST130000000000004          ,2021,M01,      255937,False,Unemployment,13
LAUST130000000000004          ,2021,M02,      229290,False,Unemployment,13
LAUST130000000000004          ,2021,M03,      208569,False,Unemployment,13
LAUST130000000000004          ,2021,M04,      200416,False,Unemployment,13
LAUST130000000000004          ,2021,M05,      204347,False,Unemployment,13
LAUST130000000000004          ,2021,M06,      232021,False,Unemployment,13
LAUST130000000000004          ,2021,M07,      164586,False,Unemployment,13
LAUST130000000000004          ,2021,M08,      161600,False,Unemployment,13
LAUST130000000000005          ,2020,M01,     5025807,False,Employment,13
LAUST130000000000005          ,2020,M02,     5058893,False,Employment,13
LAUST130000000000005          ,2020,M03,     5008225,False,Employment,13
LAUST130000000000005          ,2020,M04,     4347797,False,Employment,13
LAUST130000000000005          ,2020,M05,     4548605,False,Employment,13
LAUST130000000000005          ,2020,M06,     4568313,False,Employment,13
LAUST130000000000005          ,2020,M07,     4579390,False,Employment,13
LAUST130000000000005          ,2020,M08,     4586724,False,Employment,13
LAUST130000000000005          ,2020,M09,     4617907,False,Employment,13
LAUST130000000000005          ,2020,M10,     4837381,False,Employment,13
LAUST130000000000005          ,2020,M11,     4865300,False,Employment,13
LAUST130000000000005          ,2020,M12,     4849950,False,Employment,13
LAUST130000000000005          ,2020,M13,     4741191,False,Employment,13
LAUST130000000000005          ,2021,M01,     4855595,False,Employment,13
LAUST130000000000005          ,2021,M02,     4924943,False,Employment,13
LAUST130000000000005          ,2021,M03,     4966193,False,Employment,13
LAUST130000000000005          ,2021,M04,     4972238,False,Employment,13
LAUST130000000000005          ,2021,M05,     4948567,False,Employment,13
LAUST130000000000005          ,2021,M06,     4948312,False,Employment,13
LAUST130000000000005          ,2021,M07,     5003979,False,Employment,13
LAUST130000000000005          ,2021,M08,     4986236,False,Employment,13
LAUST130000000000006          ,2020,M01,     5212231,False,Labor Force,13
LAUST130000000000006          ,2020,M02,     5236253,False,Labor Force,13
LAUST130000000000006          ,2020,M03,     5201099,False,Labor Force,13
LAUST130000000000006          ,2020,M04,     4950530,False,Labor Force,13
LAUST130000000000006          ,2020,M05,     5024074,False,Labor Force,13
LAUST130000000000006          ,2020,M06,     5001224,False,Labor Force,13
LAUST130000000000006          ,2020,M07,     4982393,False,Labor Force,13
LAUST130000000000006          ,2020,M08,     4930238,False,Labor Force,13
LAUST130000000000006          ,2020,M09,     4933424,False,Labor Force,13
LAUST130000000000006          ,2020,M10,     5115883,False,Labor Force,13
LAUST130000000000006          ,2020,M11,     5138700,False,Labor Force,13
LAUST130000000000006          ,2020,M12,     5139816,False,Labor Force,13
LAUST130000000000006          ,2020,M13,     5072155,False,Labor Force,13
LAUST130000000000006          ,2021,M01,     5111532,False,Labor Force,13
LAUST130000000000006          ,2021,M02,     5154233,False,Labor Force,13
LAUST130000000000006          ,2021,M03,     5174762,False,Labor Force,13
LAUST130000000000006          ,2021,M04,     5172654,False,Labor Force,13
LAUST130000000000006          ,2021,M05,     5152914,False,Labor Force,13
LAUST130000000000006          ,2021,M06,     5180333,False,Labor Force,13
LAUST130000000000006          ,2021,M07,     5168565,False,Labor Force,13
LAUST130000000000006          ,2021,M08,     5147836,False,Labor Force,13
LAUST130000000000007          ,2020,M01,        60.8,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M02,        61.2,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M03,        60.5,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M04,        52.5,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M05,        54.9,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M06,        55.1,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M07,        55.2,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M08,        55.2,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M09,        55.5,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M10,        58.1,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M11,        58.4,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M12,        58.2,False,Employment-Population Ratio,13
LAUST130000000000007          ,2020,M13,        57.1,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M01,        58.2,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M02,        59.0,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M03,        59.4,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M04,        59.5,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M05,        59.1,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M06,        59.1,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M07,        59.7,False,Employment-Population Ratio,13
LAUST130000000000007          ,2021,M08,        59.4,False,Employment-Population Ratio,13
LAUST130000000000008          ,2020,M01,        63.1,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M02,        63.3,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M03,        62.9,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M04,        59.8,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M05,        60.6,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M06,        60.3,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M07,        60.0,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M08,        59.4,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M09,        59.3,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M10,        61.5,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M11,        61.7,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M12,        61.6,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2020,M13,        61.1,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M01,        61.3,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M02,        61.7,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M03,        61.9,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M04,        61.8,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M05,        61.6,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M06,        61.8,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M07,        61.6,False,Labor Force Participation Rate,13
LAUST130000000000008          ,2021,M08,        61.3,False,Labor Force Participation Rate,13
LAUST130000000000009          ,2020,M01,     8260627,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M02,     8266924,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M03,     8273938,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M04,     8281411,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M05,     8286668,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M06,     8292650,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M07,     8298770,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M08,     8306713,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M09,     8315078,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M10,     8323051,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M11,     8330547,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M12,     8337625,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2020,M13,     8297834,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M01,     8344325,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M02,     8350072,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M03,     8356449,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M04,     8363279,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M05,     8370244,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M06,     8377935,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M07,     8385683,False,Civilian Non-Institutional Population,13
LAUST130000000000009          ,2021,M08,     8393776,False,Civilian Non-Institutional Population,13
LAUST150000000000003          ,2020,M01,         2.1,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M02,         1.7,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M03,         2.1,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M04,        21.9,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M05,        21.9,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M06,        14.4,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M07,        14.2,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M08,        14.1,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M09,        15.3,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M10,        14.0,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M11,        10.4,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M12,         9.3,False,Unemployment Rate,15
LAUST150000000000003          ,2020,M13,        11.6,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M01,         9.9,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M02,         8.6,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M03,         8.7,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M04,         8.0,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M05,         7.4,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M06,         7.8,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M07,         6.9,False,Unemployment Rate,15
LAUST150000000000003          ,2021,M08,         6.6,False,Unemployment Rate,15
LAUST150000000000004          ,2020,M01,       13926,False,Unemployment,15
LAUST150000000000004          ,2020,M02,       11645,False,Unemployment,15
LAUST150000000000004          ,2020,M03,       14196,False,Unemployment,15
LAUST150000000000004          ,2020,M04,      139050,False,Unemployment,15
LAUST150000000000004          ,2020,M05,      139572,False,Unemployment,15
LAUST150000000000004          ,2020,M06,       92280,False,Unemployment,15
LAUST150000000000004          ,2020,M07,       91356,False,Unemployment,15
LAUST150000000000004          ,2020,M08,       91155,False,Unemployment,15
LAUST150000000000004          ,2020,M09,       93068,False,Unemployment,15
LAUST150000000000004          ,2020,M10,       89652,False,Unemployment,15
LAUST150000000000004          ,2020,M11,       68363,False,Unemployment,15
LAUST150000000000004          ,2020,M12,       60478,False,Unemployment,15
LAUST150000000000004          ,2020,M13,       75395,False,Unemployment,15
LAUST150000000000004          ,2021,M01,       64829,False,Unemployment,15
LAUST150000000000004          ,2021,M02,       56643,False,Unemployment,15
LAUST150000000000004          ,2021,M03,       56542,False,Unemployment,15
LAUST150000000000004          ,2021,M04,       52049,False,Unemployment,15
LAUST150000000000004          ,2021,M05,       47916,False,Unemployment,15
LAUST150000000000004          ,2021,M06,       50463,False,Unemployment,15
LAUST150000000000004          ,2021,M07,       44339,False,Unemployment,15
LAUST150000000000004          ,2021,M08,       43013,False,Unemployment,15
LAUST150000000000005          ,2020,M01,      663459,False,Employment,15
LAUST150000000000005          ,2020,M02,      664079,False,Employment,15
LAUST150000000000005          ,2020,M03,      656761,False,Employment,15
LAUST150000000000005          ,2020,M04,      496974,False,Employment,15
LAUST150000000000005          ,2020,M05,      496327,False,Employment,15
LAUST150000000000005          ,2020,M06,      546664,False,Employment,15
LAUST150000000000005          ,2020,M07,      552624,False,Employment,15
LAUST150000000000005          ,2020,M08,      553894,False,Employment,15
LAUST150000000000005          ,2020,M09,      515497,False,Employment,15
LAUST150000000000005          ,2020,M10,      549121,False,Employment,15
LAUST150000000000005          ,2020,M11,      589870,False,Employment,15
LAUST150000000000005          ,2020,M12,      588280,False,Employment,15
LAUST150000000000005          ,2020,M13,      572796,False,Employment,15
LAUST150000000000005          ,2021,M01,      590734,False,Employment,15
LAUST150000000000005          ,2021,M02,      601994,False,Employment,15
LAUST150000000000005          ,2021,M03,      596010,False,Employment,15
LAUST150000000000005          ,2021,M04,      600214,False,Employment,15
LAUST150000000000005          ,2021,M05,      596927,False,Employment,15
LAUST150000000000005          ,2021,M06,      593794,False,Employment,15
LAUST150000000000005          ,2021,M07,      602406,False,Employment,15
LAUST150000000000005          ,2021,M08,      605541,False,Employment,15
LAUST150000000000006          ,2020,M01,      677385,False,Labor Force,15
LAUST150000000000006          ,2020,M02,      675724,False,Labor Force,15
LAUST150000000000006          ,2020,M03,      670957,False,Labor Force,15
LAUST150000000000006          ,2020,M04,      636024,False,Labor Force,15
LAUST150000000000006          ,2020,M05,      635899,False,Labor Force,15
LAUST150000000000006          ,2020,M06,      638944,False,Labor Force,15
LAUST150000000000006          ,2020,M07,      643980,False,Labor Force,15
LAUST150000000000006          ,2020,M08,      645049,False,Labor Force,15
LAUST150000000000006          ,2020,M09,      608565,False,Labor Force,15
LAUST150000000000006          ,2020,M10,      638773,False,Labor Force,15
LAUST150000000000006          ,2020,M11,      658233,False,Labor Force,15
LAUST150000000000006          ,2020,M12,      648758,False,Labor Force,15
LAUST150000000000006          ,2020,M13,      648191,False,Labor Force,15
LAUST150000000000006          ,2021,M01,      655563,False,Labor Force,15
LAUST150000000000006          ,2021,M02,      658637,False,Labor Force,15
LAUST150000000000006          ,2021,M03,      652552,False,Labor Force,15
LAUST150000000000006          ,2021,M04,      652263,False,Labor Force,15
LAUST150000000000006          ,2021,M05,      644843,False,Labor Force,15
LAUST150000000000006          ,2021,M06,      644257,False,Labor Force,15
LAUST150000000000006          ,2021,M07,      646745,False,Labor Force,15
LAUST150000000000006          ,2021,M08,      648554,False,Labor Force,15
LAUST150000000000007          ,2020,M01,        60.9,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M02,        61.0,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M03,        60.3,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M04,        45.7,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M05,        45.6,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M06,        50.3,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M07,        50.9,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M08,        51.0,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M09,        47.5,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M10,        50.6,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M11,        54.4,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M12,        54.3,False,Employment-Population Ratio,15
LAUST150000000000007          ,2020,M13,        52.7,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M01,        54.5,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M02,        55.6,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M03,        55.1,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M04,        55.5,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M05,        55.2,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M06,        55.0,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M07,        55.8,False,Employment-Population Ratio,15
LAUST150000000000007          ,2021,M08,        56.1,False,Employment-Population Ratio,15
LAUST150000000000008          ,2020,M01,        62.2,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M02,        62.1,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M03,        61.6,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M04,        58.5,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M05,        58.5,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M06,        58.8,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M07,        59.3,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M08,        59.4,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M09,        56.1,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M10,        58.9,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M11,        60.7,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M12,        59.9,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2020,M13,        59.7,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M01,        60.5,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M02,        60.8,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M03,        60.3,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M04,        60.3,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M05,        59.7,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M06,        59.6,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M07,        59.9,False,Labor Force Participation Rate,15
LAUST150000000000008          ,2021,M08,        60.1,False,Labor Force Participation Rate,15
LAUST150000000000009          ,2020,M01,     1089395,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M02,     1088920,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M03,     1088470,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M04,     1088090,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M05,     1087260,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M06,     1086459,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M07,     1085710,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M08,     1085305,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M09,     1084946,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M10,     1084522,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M11,     1084113,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M12,     1083643,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2020,M13,     1086403,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M01,     1083148,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M02,     1082480,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M03,     1081814,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M04,     1081237,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M05,     1080667,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M06,     1080189,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M07,     1079703,False,Civilian Non-Institutional Population,15
LAUST150000000000009          ,2021,M08,     1079257,False,Civilian Non-Institutional Population,15
LAUST160000000000003          ,2020,M01,         3.3,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M02,         3.0,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M03,         3.3,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M04,        11.6,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M05,         8.5,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M06,         6.8,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M07,         5.7,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M08,         4.3,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M09,         5.5,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M10,         4.2,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M11,         4.1,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M12,         4.0,False,Unemployment Rate,16
LAUST160000000000003          ,2020,M13,         5.4,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M01,         4.4,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M02,         4.5,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M03,         4.0,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M04,         3.4,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M05,         2.9,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M06,         3.2,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M07,         2.9,False,Unemployment Rate,16
LAUST160000000000003          ,2021,M08,         2.6,False,Unemployment Rate,16
LAUST160000000000004          ,2020,M01,       29056,False,Unemployment,16
LAUST160000000000004          ,2020,M02,       26414,False,Unemployment,16
LAUST160000000000004          ,2020,M03,       29288,False,Unemployment,16
LAUST160000000000004          ,2020,M04,      100962,False,Unemployment,16
LAUST160000000000004          ,2020,M05,       75012,False,Unemployment,16
LAUST160000000000004          ,2020,M06,       61163,False,Unemployment,16
LAUST160000000000004          ,2020,M07,       50728,False,Unemployment,16
LAUST160000000000004          ,2020,M08,       38766,False,Unemployment,16
LAUST160000000000004          ,2020,M09,       50384,False,Unemployment,16
LAUST160000000000004          ,2020,M10,       38223,False,Unemployment,16
LAUST160000000000004          ,2020,M11,       37371,False,Unemployment,16
LAUST160000000000004          ,2020,M12,       36070,False,Unemployment,16
LAUST160000000000004          ,2020,M13,       47786,False,Unemployment,16
LAUST160000000000004          ,2021,M01,       39891,False,Unemployment,16
LAUST160000000000004          ,2021,M02,       40053,False,Unemployment,16
LAUST160000000000004          ,2021,M03,       36018,False,Unemployment,16
LAUST160000000000004          ,2021,M04,       30501,False,Unemployment,16
LAUST160000000000004          ,2021,M05,       26179,False,Unemployment,16
LAUST160000000000004          ,2021,M06,       29253,False,Unemployment,16
LAUST160000000000004          ,2021,M07,       26396,False,Unemployment,16
LAUST160000000000004          ,2021,M08,       24077,False,Unemployment,16
LAUST160000000000005          ,2020,M01,      856237,False,Employment,16
LAUST160000000000005          ,2020,M02,      863468,False,Employment,16
LAUST160000000000005          ,2020,M03,      855425,False,Employment,16
LAUST160000000000005          ,2020,M04,      767936,False,Employment,16
LAUST160000000000005          ,2020,M05,      808896,False,Employment,16
LAUST160000000000005          ,2020,M06,      832238,False,Employment,16
LAUST160000000000005          ,2020,M07,      844370,False,Employment,16
LAUST160000000000005          ,2020,M08,      852897,False,Employment,16
LAUST160000000000005          ,2020,M09,      857557,False,Employment,16
LAUST160000000000005          ,2020,M10,      865131,False,Employment,16
LAUST160000000000005          ,2020,M11,      864644,False,Employment,16
LAUST160000000000005          ,2020,M12,      863582,False,Employment,16
LAUST160000000000005          ,2020,M13,      844365,False,Employment,16
LAUST160000000000005          ,2021,M01,      858532,False,Employment,16
LAUST160000000000005          ,2021,M02,      856729,False,Employment,16
LAUST160000000000005          ,2021,M03,      858307,False,Employment,16
LAUST160000000000005          ,2021,M04,      870138,False,Employment,16
LAUST160000000000005          ,2021,M05,      878585,False,Employment,16
LAUST160000000000005          ,2021,M06,      882807,False,Employment,16
LAUST160000000000005          ,2021,M07,      885751,False,Employment,16
LAUST160000000000005          ,2021,M08,      887983,False,Employment,16
LAUST160000000000006          ,2020,M01,      885293,False,Labor Force,16
LAUST160000000000006          ,2020,M02,      889882,False,Labor Force,16
LAUST160000000000006          ,2020,M03,      884713,False,Labor Force,16
LAUST160000000000006          ,2020,M04,      868898,False,Labor Force,16
LAUST160000000000006          ,2020,M05,      883908,False,Labor Force,16
LAUST160000000000006          ,2020,M06,      893401,False,Labor Force,16
LAUST160000000000006          ,2020,M07,      895098,False,Labor Force,16
LAUST160000000000006          ,2020,M08,      891663,False,Labor Force,16
LAUST160000000000006          ,2020,M09,      907941,False,Labor Force,16
LAUST160000000000006          ,2020,M10,      903354,False,Labor Force,16
LAUST160000000000006          ,2020,M11,      902015,False,Labor Force,16
LAUST160000000000006          ,2020,M12,      899652,False,Labor Force,16
LAUST160000000000006          ,2020,M13,      892151,False,Labor Force,16
LAUST160000000000006          ,2021,M01,      898423,False,Labor Force,16
LAUST160000000000006          ,2021,M02,      896782,False,Labor Force,16
LAUST160000000000006          ,2021,M03,      894325,False,Labor Force,16
LAUST160000000000006          ,2021,M04,      900639,False,Labor Force,16
LAUST160000000000006          ,2021,M05,      904764,False,Labor Force,16
LAUST160000000000006          ,2021,M06,      912060,False,Labor Force,16
LAUST160000000000006          ,2021,M07,      912147,False,Labor Force,16
LAUST160000000000006          ,2021,M08,      912060,False,Labor Force,16
LAUST160000000000007          ,2020,M01,        61.6,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M02,        62.0,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M03,        61.3,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M04,        54.9,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M05,        57.7,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M06,        59.3,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M07,        60.0,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M08,        60.5,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M09,        60.6,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M10,        61.0,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M11,        60.9,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M12,        60.7,False,Employment-Population Ratio,16
LAUST160000000000007          ,2020,M13,        60.0,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M01,        60.2,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M02,        59.9,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M03,        59.9,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M04,        60.6,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M05,        61.1,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M06,        61.2,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M07,        61.3,False,Employment-Population Ratio,16
LAUST160000000000007          ,2021,M08,        61.3,False,Employment-Population Ratio,16
LAUST160000000000008          ,2020,M01,        63.7,False,Labor Force Participation Rate,16
LAUST160000000000008          ,2020,M02,        63.9,False,Labor Force Participation Rate,16
